web-scraper-order,web-scraper-start-url,artifact_links,artifact_links-href,artifact_metadata
1677785149-321,https://digital.libraries.uc.edu/oesper/indices/artifacts.html,PN0022,https://digital.libraries.uc.edu/oesper/museum/case13/shelf_03/PN0022/index.php,"Location: Case 13, Pneumatic Chemistry III (Bottom shelf, far left)



Item: No. PN0022, Enameled metal pneumatic trough with collection bottles


Dimensions: 5"" x 7"" x 13""  



Period Represented: c. 1930 




Source: Donated by University of  Missouri - St. Louis 



Status: Original



Condition: Excellent"
1677785152-322,https://digital.libraries.uc.edu/oesper/indices/artifacts.html,PN0006,https://digital.libraries.uc.edu/oesper/museum/case11/shelf_03/PN0006/index.php,"Location: Case 11, Pneumatic Chemistry I (Bottom shelf, right)



Item: No. PN0006, Glass pneumatic trough, wooden tripod and inverted flask



Inventor: Antoine Lavoisier, 1743-1794.



Dimensions: Jar: 6.5"" x 10"" x 14"", Tripod: 4.5"" x 13"", Flask: 10"" x 11""



Period Represented: circa 1774




Use: See period descriptions



Source: Jar and Flask: UC Purchase; Wooden Tripod: Oberlin Historical Society



Status: Modern reproduction built by W. B. Jensen based on period descriptions



Condition: Excellent"
1677785154-323,https://digital.libraries.uc.edu/oesper/indices/artifacts.html,PN0002,https://digital.libraries.uc.edu/oesper/museum/case11/shelf_01/PN0002/index.php,"Location: Case 11, Pneumatic Chemistry I (Top shelf, right)



Item: No. PN0002, Wooden pneumatic trough with collection containers and gas generators



Inventor: Various.  See: Evolution of the Pneumatic Trough



Dimensions: 6.5"" x 13""



Period Represented: circa 1775



Use: See period descriptions



Source: UC Purchase



Status: Modern reproduction built by W. B. Jensen and R. Thomas based on period woodcuts



Condition: Excellent"
1677785156-324,https://digital.libraries.uc.edu/oesper/indices/artifacts.html,V0021,https://digital.libraries.uc.edu/oesper/museum/case05/shelf_03/V0021/index.php,"Location: Case 08, Volumetric Apparatus (Bottom shelf, center front)



Item: No. V0021, Large pipette with wire support stand



Inventor: Pipettes described by J. L. Gay-Lussac in 1832


Dimensions: 13⁄4"" x 191⁄2"" (50 mL) 



Period Represented:  c. 1890 



Source: Donated by the DePauw University Chemistry Department



Status: Original 



Condition: Excellent"
1677785158-325,https://digital.libraries.uc.edu/oesper/indices/artifacts.html,V0020,https://digital.libraries.uc.edu/oesper/museum/case05/shelf_03/V0020/index.php,"Location: Case 20, Volumetric Apparatus (Bottom shelf, center rear)



Item: No. V0020, Wooden pipette stand and assorted pipettes



Inventor:  Pipettes described by J. L. Gay-Lussac, 1832; Stand described by F. Mohr in 1855 


Dimensions: 61⁄2"" x 17"" 



Period Represented: c. 1890 



Source: Stand donated by the Oberlin Historical Society; pipettes are from various sources 



Status: Original



Condition: Excellent"
1677785160-326,https://digital.libraries.uc.edu/oesper/indices/artifacts.html,PH0003,https://digital.libraries.uc.edu/oesper/museum/table/PH0003/index.php,"Location: Table, Instrumentation IV (front, sixth from left)



Item: No. PH0003, Beckman electronic pH meter (Model 6)



Dimensions: 8"" x 10"" x 111⁄4"" 



Period Represented: c. 1950 



Manufacturer: Plate inside lid reads: BECKMAN, Model G Glass Electrode pH Meter, National Technical Laboratories, Pasadena, California, USA 



Source: Donated by J. R. Berman, University of Cincinnati 



Status: Original



Condition: Excellent"
1677785162-327,https://digital.libraries.uc.edu/oesper/indices/artifacts.html,PH0002,https://digital.libraries.uc.edu/oesper/museum/table/PH0002/index.php,"Location: Table, Instrumentation IV (front, fifth from left)



Item: No. PH0002, Coleman pH electrometer (Style 200)


Dimensions: 91⁄2"" x 91⁄2"" x 12"" 



Period Represented: c. 1950 



Manufacturer: Printing on meter scale reads: Coleman Electric Co., Maywood, ILL. 



Source: Donated by the Oberlin College Chemistry Department 



Status: Original



Condition: Excellent"
1677785164-328,https://digital.libraries.uc.edu/oesper/indices/artifacts.html,PH0001,https://digital.libraries.uc.edu/oesper/museum/table/PH0001/index.php,"Location: Table, Instrumentation IV (Front, fourth from left)



Item: No. PH0001, Coleman pH electrometer (Model 3)


Dimensions: 71⁄2"" x 91⁄2"" x 12"" 



Period Represented: c. 1950 



Manufacturer: Plate on control panel reads: COLMAN ELECTRIC CO. INC., Maywood, ILL, Model 3 pH Meter 



Source: Donated by D. Davenport, Purdue University 



Status: Original



Condition: Excellent"
1677785166-329,https://digital.libraries.uc.edu/oesper/indices/artifacts.html,MD0004-MD0005,https://digital.libraries.uc.edu/oesper/museum/case18/shelf_01/MD0004-MD0005/index.php,"Location: Case 18, Models and Devices  (Top shelf, right)



Item: No. MD0004-MD0005, Three-dimensional periodic tables



Inventor: Lothar Meyer, 1884


Dimensions: 21⁄2"" x 8"", Cylinder: 23⁄4"" x 8""



Period Represented: 1886 (left) and 1954 (right) 



Manufacturer: Cylinder copied from J. H. Shepard, Elements of Inorganic Chemistry, Heath: Boston, 1886, p. 221; Cone copied from S. I. Tomkeieff, A New Periodic Table of the Elements, Chapman & Hall: London, 1954, p. 31 



Source: Donated by William Jensen



Status: Reproductions 



Condition: Very good"
1677785168-330,https://digital.libraries.uc.edu/oesper/indices/artifacts.html,CL0009,https://digital.libraries.uc.edu/oesper/museum/case21/shelf_03/CL0009/index.php,"Location: Case 21, Instrumentation II  (Bottom shelf, left)



Item: No. CL0009, Nessler tubes and racks



Inventor: The term Nessler refers to the chemical reagent developed by the German chemist Julius Nessler in 1856 to detect free ammonia in water.  The use of special, tall, narrow tubes with flat bottoms when quantifying Nessler's test developed over time and became common sometime in the 1870s  


Dimensions: Small rack: 23⁄4"" x 7"" x 143⁄4"".  Small tubes: 3⁄4"" x 12"".  Large rack: 51⁄4"" x 151⁄4"" x 17"".  Large tubes: 7⁄8"" x 143⁄4""   



Period Represented: c 1930 




Source: Donated by the Tanner’s Laboratory, Cincinnati, OH. 



Status: Original 



Condition: Excellent. Tubes are newer than the racks and probably date from the 1960s"
1677785170-331,https://digital.libraries.uc.edu/oesper/indices/artifacts.html,MD0014,https://digital.libraries.uc.edu/oesper/museum/case18/shelf_04/MD0014/index.php,"Location: Case 18, Models and Devices (Bottom shelf, right)



Item: No. MD0014, Wood and brass glyptic models



Inventor: A. Hofmann, 1865


Dimensions: Balls: 11⁄2""; Bonds: 2""; Stand: 61⁄2"" x 61⁄2"" x 71⁄2"" 



Period Represented: c. 1880 



Manufacturer: Label on storage box: Pouleur Atomic Models, Central Scientific. This is obviously a later label added to a much older set of models



Source: Models donated by Bert Ramsay, Eastern Michigan University - Ypsilanti, MI; Stand donated by St. John's University, Collegeville, MN.



Status: Original



Condition: Excellent"
1677785172-332,https://digital.libraries.uc.edu/oesper/indices/artifacts.html,MD0013,https://digital.libraries.uc.edu/oesper/museum/case18/shelf_04/MD0013/index.php,"Location: Case 18, Models and Devices (Bottom shelf, center)



Item: No. MD0013, Ceramic Kekulé ""sausage"" models



Inventor: P. Havrez, 1866 


Dimensions: Cylindrical structure: 11/2"" x 21/2""; triangular structure: 11⁄2"" x 3"" x 31⁄2""



Period Represented: c. 1866 



Manufacturer: Handmade 



Source: Donated by Bert Ramsay, Eastern Michigan University - Ypsilanti, MI.



Status: Reproduction



Condition: Good. Some bleeding and roughness of glaze"
1677785174-333,https://digital.libraries.uc.edu/oesper/indices/artifacts.html,MD0012,https://digital.libraries.uc.edu/oesper/museum/case18/shelf_04/MD0012/index.php,"Location: Case 18, Models and Devices  (Bottom shelf, left)



Item: No. MD0012, Equivalency blocks


Dimensions: Storage box when closed: 21⁄4"" x 9"" x 141⁄4""; Average block size: 1"" x 1"" 



Period Represented: c. 1830 based on equivalent (atomic) weights printed on blocks and failure to use Berzelius’ atomic symbols 



Manufacturer: Probably handmade 



Source: Oesper Purchase 



Status: Original



Condition:  Fair. Extensive chipping of paint on many of the blocks and the box"
1677785176-334,https://digital.libraries.uc.edu/oesper/indices/artifacts.html,MD0011,https://digital.libraries.uc.edu/oesper/museum/case18/shelf_03/MD0011/index.php,"Location: Case 18, Models and Devices (Third shelf from top, center and left)



Item: No. MD0011, Student wooden ball and stick models



Inventor: C. E. Boord, W. R. Brode, C. Hurd, 1932 


Dimensions: Box when closed: 11⁄2"" x 8"" x 10""; Balls: 1""; Bonds: 2""



Period Represented: c. 1940 



Manufacturer: Front of storage box: Manufactured by E. H. Sargent & Co., Dallas, Chicago, Detroit



Source: Donated by the University of Cincinnati Chemistry Department 



Status: Original



Condition: Excellent"
1677785178-335,https://digital.libraries.uc.edu/oesper/indices/artifacts.html,MD0010,https://digital.libraries.uc.edu/oesper/museum/case18/shelf_03/MD0010/index.php,"Location: Case 18, Models and Devices (Third shelf from top, left)



Item: No. MD0010, Kekulé-von Baeyer tetrahedral ball and wire models



Inventor: A. Kekulé, 1867, A. von Baeyer, 1885  


Dimensions: Balls: 1""; Bonds: 23⁄4"" 



Period Represented: 1890



Manufacturer: Made in Germany



Source: Donated by Bert Ramsay, Eastern Michigan University - Ypsilanti, MI.



Status: Original



Condition: Excellent"
1677785180-336,https://digital.libraries.uc.edu/oesper/indices/artifacts.html,MD0008-MD0009,https://digital.libraries.uc.edu/oesper/museum/case18/shelf_02/MD0008-MD0009/index.php,"Location: Case 18, Models and Devices (Second shelf from top, right)



Item: No. MD0008-MD0009, Wood and plastic Stuart-Briegleb space-filling models



Inventor: H. A. Stuart, 1934, G. Briegleb, 1950


Dimensions: Models shown average 2"" x 21⁄2"" x 31⁄4""  



Period Represented: c. 1955 



Manufacturer: Leybold Nachfolger of Germany and distributed by Arthur S. LaPine & Co, Chicago, IL.



Source: Donated by Hans Zimmer, University of Cincinnati Chemistry Department 



Status: Original



Condition: Excellent"
1677785182-337,https://digital.libraries.uc.edu/oesper/indices/artifacts.html,MD0007,https://digital.libraries.uc.edu/oesper/museum/case18/shelf_02/MD0007/index.php,"Location: Case 18, Models and Devices (Second shelf from top, center)



Item: No. MD0007, Ionic lattice model


Dimensions: 43⁄4"" x 5"" x 5""



Period Represented: c. 1965 
 



Source: Donated by University of Cincinnati Chemistry Department



Status: Original



Condition: Excellent"
1677785184-338,https://digital.libraries.uc.edu/oesper/indices/artifacts.html,MD0001-MD0002,https://digital.libraries.uc.edu/oesper/museum/case18/shelf_01/MD0001-MD0002/index.php,"Location: Case 18, Models and Devices (Top shelf, left)



Item: No. MD0001-MD0002, Crystal models


Dimensions: Wooden models: 11⁄4"" x 11⁄4"" x 11⁄4 -21⁄2""; Plastic models with wood bases: 4"" x 71⁄2"" 



Period Represented: c. 1920 



Manufacturer: Label inside lid of storage box for wooden models: Arthur H. Thomas Co., Philadelphia, USA, Made in Germany.  No data for Plastic models 



Source: Wooden models donated by Dr. James Bohning of Wilkes University, Wilkes-Barre, PA; Plastic models donated by the University of Cincinnati Geology Department



Status: Originals



Condition: Good to fair. Two of the original set of 25 wooden models are missing and several are discolored by ink stains. There is also extensive warping of the clear plastic models"
1677785187-339,https://digital.libraries.uc.edu/oesper/indices/artifacts.html,V0016,https://digital.libraries.uc.edu/oesper/museum/case05/shelf_03/V0016-V0017/index.php,"Location: Case 05, Specific Gravity and Volumetric Apparatus (Bottom shelf, far left rear)



Item: No. V0016-V0017, Large graduated mixing cylinder with stopper and large volumetric flask 



Inventor: Both items described by F. Mohr in 1855


Dimensions: Cylinder: 31⁄2"" x 18"" (500 mL); Flask: 1000 mL



Period Represented: c. 1890




Source:  Cylinder donated by W. B. Jensen; Volumetric flask donated by the DePauw University Chemistry Department



Status: Original



Condition: Excellent"
1677785189-340,https://digital.libraries.uc.edu/oesper/indices/artifacts.html,V0001-V0005,https://digital.libraries.uc.edu/oesper/museum/case05/shelf_02/V0001-V0005/index.php,"Location: Case 05, Specific Gravity and Volumetric Apparatus (Center shelf, left)



Item: No. V0001-V0005, Assorted metric and English graduated measuring glasses


Dimensions:  Largest 500 mL; smallest 1 oz 



Period Represented: c. 1890




Source: On loan from W. B. Jensen 



Status: Original



Condition: Excellent"
1677785191-341,https://digital.libraries.uc.edu/oesper/indices/artifacts.html,MP0004,https://digital.libraries.uc.edu/oesper/museum/case06/shelf_05/MP0004/index.php,"Location: Case 06, Basic Apparatus  (Bottom shelf, far right)



Item: No. MP0004, Porcelain mortar and pestle with wooden handle



Inventor: Stone mortars and pestles for grinding grain have been found which date back to the Neolithic period


Dimensions: Mortar: 23⁄4"" x 4""; Pestle: 61⁄2""



Period Represented: c. 1890



Manufacturer: Bottom of mortar is stamped “trade mark” with a large M inside a diamond



Source: Oesper Purchase



Status: Original



Condition: Good"
1677785193-342,https://digital.libraries.uc.edu/oesper/indices/artifacts.html,MP0003,https://digital.libraries.uc.edu/oesper/museum/case06/shelf_05/MP0003/index.php,"Location: Case 06, Basic Apparatus  (Bottom shelf, right)



Item: No. MP0003, Cast iron mortar and pestle



Inventor: Stone mortars and pestles for grinding grain have been found which date back to the Neolithic period


Dimensions: Mortar: 4"" x 5""; Pestle: 63⁄4""



Period Represented: c. 1890



Source: On loan from W. B.  Jensen



Status: Original



Condition: Good, some pitting of the iron"
1677785195-343,https://digital.libraries.uc.edu/oesper/indices/artifacts.html,MP0002,https://digital.libraries.uc.edu/oesper/museum/case06/shelf_05/MP0002/index.php,"Location: Case 06, Basic Apparatus  (Bottom shelf, left)



Item: No. MP0002, Brass mortar and pestle



Inventor: Stone mortars and pestles for grinding grain have been found which date back to the Neolithic period 


Dimensions: Mortar: 4"" x 4""; Pestle: 71⁄2""



Period Represented: c. 1820




Source: On loan from W. B. Jensen



Status: Original



Condition: Excellent"
1677785197-344,https://digital.libraries.uc.edu/oesper/indices/artifacts.html,MP0001,https://digital.libraries.uc.edu/oesper/museum/case06/shelf_05/MP0001/index.php,"Location: Case 06, Basic Apparatus (Bottom shelf, far left)



Item: No. MP0001, Brass mortar and pestle



Inventor: Stone mortars and pestles for grinding grain have been found which date back to the Neolithic period


Dimensions: Mortar: 41⁄2"" x 51⁄2""; Pestle: 81⁄2""



Period Represented: 17th century




Source: Oesper purchase



Status: Reproduction



Condition: Excellent"
1677785199-345,https://digital.libraries.uc.edu/oesper/indices/artifacts.html,MS0003,https://digital.libraries.uc.edu/oesper/museum/case20/shelf_02/MS0003/index.php,"Location: Case 20, Instrumentation I (Middle shelf, center)



Item: No. MS0003, Metallurgical microscope


Dimensions: 41⁄2"" x 5"" x 13""



Period Represented: c. 1890



Manufacturer: Etched on front of optical tube: E. Leitz, Wetzlar, No. 164491



Source: Donated by Edwin Larsen, University of Wisconsin-Madison 



Status: Original



Condition: Excellent: Refurbished by R. Thomas"
1677785201-346,https://digital.libraries.uc.edu/oesper/indices/artifacts.html,MS0002,https://digital.libraries.uc.edu/oesper/museum/case20/shelf_02/MS0002/index.php,"Location: Case 20, Instrumentation I (Middle shelf, left)



Item: No. MS0002, Polarizing microscope


Dimensions: 41⁄2"" x 6"" x 13""



Period Represented: c. 1890



Manufacturer: Etched on front of optical tube: E. Leitz, Wetzlar, No. 116229



Source: Donated by Barry Maynard, University of Cincinnati Geology Department 



Status: Original



Condition: Excellent"
1677785203-347,https://digital.libraries.uc.edu/oesper/indices/artifacts.html,MS0001,https://digital.libraries.uc.edu/oesper/museum/case20/shelf_02/MS0001/index.php,"Location: Case 20, Instrumentation I (Middle shelf, far left)



Item: No. MS0001, Optical microscope


Dimensions: 41⁄4"" x 53⁄4"" x 121⁄2""



Period Represented: c. 1890



Manufacturer: Leg of base: Bausch & Lomb Optical Co., Rochester, NY. Circular seal on base: 32894



Source: Donated by Barry Maynard, University of Cincinnati Geology Department 



Status: Original



Condition: Excellent"
1677785205-348,https://digital.libraries.uc.edu/oesper/indices/artifacts.html,GL0012-GL0015,https://digital.libraries.uc.edu/oesper/museum/case06/shelf_03/GL0012-GL0015/index.php,"Location: Case 06, Basic Apparatus (Third shelf, left and right)



Item: No. GL0012-GL0015, Assorted test glasses and footed test tubes



Inventor: Conical test glasses evolved out of wine glasses



Dimensions: Footed test tubes: 21⁄4"" x 10""; Test glasses: 23⁄4"" x 7""



Period Represented: c. 1890



Source: University of Wisconsin Department of Chemistry



Status: Original



Condition: Excellent"
1677785207-349,https://digital.libraries.uc.edu/oesper/indices/artifacts.html,DA0001,https://digital.libraries.uc.edu/oesper/museum/case16/shelf_02/DA0001/index.php,"Location: Case 16, Electrochemistry (Bottom shelf, center)



Item: No. DA0001, Hofmann lecture apparatus for volumetric synthesis



Inventor: A. W. Hofmann, 1865.



Dimensions: 7"" x 7"" x 33""



Period Represented: circa 1890



Manufacturer: Base of stand bears the mark E&A indicating that it was purchased from the firm of Eimer and Amend of New York



Use: Setup and description of use



Source: Oberlin Historical Society (originally obtained from Oberlin College)



Status: Original



Condition: Fair. Some repair of glass below the combustion bulb by previous owners, glass stopcock/stopper to combustion bulb is broken and has been replaced by a cork and wax seal by previous owners, upper clamp is a reconstruction"
1677785209-350,https://digital.libraries.uc.edu/oesper/indices/artifacts.html,SG0010,https://digital.libraries.uc.edu/oesper/museum/case05/shelf_01/SG0010/index.php,"Location: Case 05, Specific Gravity and Volumetric Apparatus (Top shelf, center rear)



Item: No. SG0010, Hydrometers and wooden storage rack



Inventor: Sometimes attributed to Johann Thölde, 1612


Dimensions: Rack plus hydrometers: 3"" x 81⁄2"" x 16""   



Period Represented: c. 1900-1920 



Manufacturer: Some hydrometers are unmarked, some say Germany and others USA, some are weighted with lead shot, others with mercury 



Source: Donated by the Tanners’ Laboratory, Cincinnati, OH.



Status: Original



Condition: Fair. Storage rack shows some water damage"
1677785211-351,https://digital.libraries.uc.edu/oesper/indices/artifacts.html,SG0001-SG0005,https://digital.libraries.uc.edu/oesper/museum/case05/shelf_01/SG0001-SG0005/index.php,"Location: Case 05, Specific Gravity and Volumetric Apparatus (Top shelf, left)



Item: No. SG0001-SG0005, Assorted hydrometers and hydrometer jars



Inventor: Sometimes attributed to Johann Thölde, 1612 


Dimensions: Largest: 3"" x 16""; smallest 13⁄4"" x 31/2""



Period Represented: c. 1900-1920



Manufacturer: Some hydrometers are unmarked, some say Germany and others USA, some are weighted with lead shot, others with mercury



Source: Donated by the Tanners’ Laboratory, Cincinnati, OH 



Status: Original



Condition: Excellent"
1677785213-352,https://digital.libraries.uc.edu/oesper/indices/artifacts.html,V0010-V0014,https://digital.libraries.uc.edu/oesper/museum/case05/shelf_02/V0010-V0014/index.php,"Location: Case 05, Specific Gravity and Volumetric Apparatus (Center shelf, right)



Item: No. V0010-V0014, Assorted graduated cylinders


Dimensions: Largest 250 mL, smallest 50 mL 



Period Represented:  c. 1900, most marked in cc




Source: Donated by the University of Tennessee-Chattanooga Chemistry Department



Status: Original



Condition: Excellent"
1677785215-353,https://digital.libraries.uc.edu/oesper/indices/artifacts.html,H0024,https://digital.libraries.uc.edu/oesper/museum/case04/shelf_03/H0024/index.php,"Location: Case 04, Heating Devices and Assaying Equipment (Third shelf, right foreground)



Item: No. H0024, Cast iron gas hot plate



Dimensions: 4.75"" x 8""



Period Represented: circa 1890



Source: Donated by the Oberlin Historical Society



Status: Original



Condition: Good"
1677785217-354,https://digital.libraries.uc.edu/oesper/indices/artifacts.html,PN0020-PN0021,https://digital.libraries.uc.edu/oesper/museum/case13/shelf_02/PN0020-PN0021/index.php,"Location: Case 13, Pneumatic Chemistry III (Middle shelf, right)



Item: No. PN0020-PN0021, Assorted gas generator bottles


Dimensions: Large: 4"" x 4"" x 14""; Small: 21/2"" x 21/2"" x 14""



Period Represented: c. 1900 




Source: Oesper purchase 



Status: Original



Condition: Excellent"
1677785219-355,https://digital.libraries.uc.edu/oesper/indices/artifacts.html,PN0019,https://digital.libraries.uc.edu/oesper/museum/case13/shelf_02/PN0019/index.php,"Location: Case 13, Pneumatic Chemistry III (Middle shelf, center)



Item: No. PN0019, Babo gas generator



Inventor: L. H. J. von Babo, c. 1870 


Dimensions: 43/4"" x 81/2"" x 11""



Period Represented: c. 1890 




Source: Various: Glass generator donated by Bert Ramsay, Eastern Michigan University-Ypsilanti; stand is a reproduction



Status: Restoration



Condition: Excellent"
1677785222-356,https://digital.libraries.uc.edu/oesper/indices/artifacts.html,PN0016-PN0018,https://digital.libraries.uc.edu/oesper/museum/case13/shelf_02/PN0016-PN0018/index.php,"Location: Case 13, Pneumatic Chemistry III (Middle shelf, left)



Item: No. PN0016-PN0018, Assorted Kipp gas generators



Inventor: P. J. Kipp, 1862 


Dimensions: Largest to smallest: 6"" x 6"" x 241/2""; 5"" x 5"" x 18""; 3"" x 3"" x 14"" 



Period Represented: c. 1890 




Source: Various: Bert Ramsay, University of East Michigan-Ypsilanti;  De Pauw University, Greencastle, IN.; Oberlin College; Oberlin OH.



Status: Original



Condition: Good"
1677785224-357,https://digital.libraries.uc.edu/oesper/indices/artifacts.html,MW0006,https://digital.libraries.uc.edu/oesper/museum/case17/shelf_02/MW0006/index.php,"Location: Case 17, Molecular Weight Determination (Bottom shelf, right)



Item: No. MW0006, Schilling gas-effusion apparatus



Inventor: N. H. Schilling, 1879



//
Dimensions: 6"" x 6"" x 241/2""



Period Represented: c. 1915



Manufacturer: Frosted on inner tube: E. M. Sargent & Co, Chicago, Made in Germany



Source: Donated by Oberlin College Chemistry Department



Status: Original



Condition: Excellent"
1677785226-358,https://digital.libraries.uc.edu/oesper/indices/artifacts.html,H0020-H0022,https://digital.libraries.uc.edu/oesper/museum/case04/shelf_03/H0020-H0022/index.php,"Location: Case 04, Heating Devices and Assaying Equipment (Third shelf, middle foreground)



Item: No. H0020-H0022, Micro burners



Dimensions: All three 2"" x 2.25""



Period Represented: circa 1950



Manufacturer: H0020: Nickel plated with ""ANDERSON & FORRESTER. DENVER CO."" engraved in base, H0021: pot metal base engraved with ""WILKENS-ANDERSON CO"", H0022: red enameled base cast with ""CENCO""



Source: H0020 and H0022 donated by the University of Cincinnati Chemistry Department, H0021 donated by the Ohio College of Applied Sciences



Status: Original



Condition: Good to excellent"
1677785228-359,https://digital.libraries.uc.edu/oesper/indices/artifacts.html,H0016-H0017,https://digital.libraries.uc.edu/oesper/museum/case04/shelf_03/H0016-H0017/index.php,"Location: Case 04, Heating Devices and Assaying Equipment (Third shelf, center)



Item: No. H0016-H0017, Three-burner heating train [H0016], and Gas burner with corrosion-proof porcelain base and detachable brass wing top [H0017]



Dimensions: H0016: 5"" x 6.25"", H0017: 2.63"" x 6""



Period Represented: 1910



Manufacturer: H0016 has the letter ""B"" molded into its cast-iron base, H0017 has ""A. H. T. Co. PHILADA. U.S.A."" printed on base



Source: H0016 donated by the Purdue University Chemistry Department, H0017 donated by the DePauw University Chemistry Department



Status: Original  



condition: Excellent. H0016 has faulty threading which causes burner assembly to tilt slightly on base"
1677785230-360,https://digital.libraries.uc.edu/oesper/indices/artifacts.html,H0014-H0015,https://digital.libraries.uc.edu/oesper/museum/case04/shelf_03/H0014-H0015/index.php,"Location: Case 04, Heating Devices and Assaying Equipment (Third shelf, left)



Item: No. H0014-H0015, Metal burner chimneys or draft guards



Dimensions: H0014: 2.25"" x 3.25"", H0015: 2.25"" x 3.5""



Period Represented: circa 1910



Source: Donated by the University of Cincinnati Ohio College of Applied Science



Status: Original



Condition: Fair. Some corrosion"
1677785232-361,https://digital.libraries.uc.edu/oesper/indices/artifacts.html,H0013,https://digital.libraries.uc.edu/oesper/museum/case04/shelf_03/H0013/index.php,"Location: Case 04, Heating Devices and Assaying Equipment (Third shelf, far left)



Item: No. H0013, Vitrified earthenware burner guard and support stand



Dimensions: top: 5"", bottom: 7"", height: 8.25""



Period Represented: circa 1890




Source: Donated by the DePauw University Chemistry Department



Status: Original



Status: Fair. Some cracking and chipping"
1677785234-362,https://digital.libraries.uc.edu/oesper/indices/artifacts.html,H0011-H0012,https://digital.libraries.uc.edu/oesper/museum/case04/shelf_02/H0011-H0012/index.php,"Location: Case 04, Heating Devices and Assaying Equipment (Second shelf, right)



Item: No. H0011-H0012, Large Meker gas burners.  H0011 is solid brass. H0012 has a brass barrel and a cast iron base



Inventor: G. Meker, 1905


Dimensions: H0011: 3.25"" x 6.75"", H0012: 3.13"" x 7""



Period Represented: H0011: 1920, H0012: 1910



Manufacturer: H0011 has ""PS"" cast on outside of base and ""PS CO"" cast on inside of base.  H0012 has ""SCIENTIFIC MATERIALS CO. PITTSBURG PA."" cast into 
the base



Source: Both Oesper Purchases



Status: Original 



Condition: Excellent"
1677785236-363,https://digital.libraries.uc.edu/oesper/indices/artifacts.html,H0008-H0010,https://digital.libraries.uc.edu/oesper/museum/case04/shelf_02/H0008-H0010/index.php,"Location: Case 04, Heating Devices and Assaying Equipment (Second shelf, middle)



Item: No. H0008-H0010, Small Meker gas burners.  Brass barrels and cast iron bases



Inventor: G. Meker, 1905


Dimensions: H0008: 3"" x 5.25"", H0009: 3.13"" x 5.13"", H0010: 3.38"" x 5""



Period Represented: H0008: circa 1910, H0009: circa 1920, H0010: circa 1910



Manufacturer: No manufacturer's marks save for H0008 which has ""SCIENTIFIC MATERIALS CO. PITTSBURG PA."" cast into the base



Source: Donated by the DePauw University Chemistry Department



Status: Original 



Condition: Excellent"
1677785238-364,https://digital.libraries.uc.edu/oesper/indices/artifacts.html,H0006-H0007,https://digital.libraries.uc.edu/oesper/museum/case04/shelf_02/H0006-H0007/index.php,"Location: Case 04, Heating Devices and Assaying Equipment (Second shelf, left)



Item: No. H0006-H0007, Simple Bunsen burner [H0006] with cast-iron base, Brass Tyrell burner [H0007] with tripod base



Inventor: H0006: Robert Bunsen 1855, H0007: Francis P. Venable, 1887


Dimensions: H0006: 2.75"" x 6"", H0007:  4"" x 6.5""



Period Represented: H0006: circa 1880, H0007: circa 1890



Manufacturer: H0007 has ""Manufactured by Detroit Heating and Lighting Co., Detroit, Mich."" engraved on barrel above the air holes



Source: H0006 donated by the Ohio College of Applied Science, H0007 donated by the University of Cincinnati Chemistry Department



Status: Original 



Condition: Good to excellent. Brass tarnished on barrel of Bunsen burner"
1677785240-365,https://digital.libraries.uc.edu/oesper/indices/artifacts.html,PN0001,https://digital.libraries.uc.edu/oesper/museum/case11/shelf_01/PN0001/index.php,"Location: Case 11, Pneumatic Chemistry I (Top shelf, left)



Item: No. PN0001, Gas bladder with wooden spigot



Dimensions: 6"" x 7"" x 18""



Period Represented: circa 1810



Use: See period descriptions



Source: UC Purchase



Status: Modern reproduction built by W. B. Jensen and R. Thomas based on period woodcuts



Condition: Excellent"
1677785242-366,https://digital.libraries.uc.edu/oesper/indices/artifacts.html,GA0005,https://digital.libraries.uc.edu/oesper/museum/case19/shelf_01/GA0005/index.php,"Location: Case 19, Gas and Blowpipe Analysis (Top shelf, right)



Item: No. GA0005, Hempel gas burette with leveling bottle



Inventor: Walther Hempel, 1880 


Dimensions: Burette and base: 5"" x 5"" x 30""; Leveling bottle and stand: 7"" x 7"" x 271⁄2"" 



Period Represented: 1890 



Source: Various: wooden base donated by Oberlin Historical Society; metal stand by the University of Cincinnati Physics Department; burette, clamp and leveling bottle by the University of Cincinnati Chemistry Department



Status: Restoration



Condition: Very Good"
1677785244-367,https://digital.libraries.uc.edu/oesper/indices/artifacts.html,GA0003-GA0004,https://digital.libraries.uc.edu/oesper/museum/case19/shelf_01/GA0003-GA0004/index.php,"Location: Case 19, Gas and Blowpipe Analysis (Top shelf, center foreground)



Item: No. GA0003-GA0004, Metal and glass gas collection tubes


Dimensions: Glass: 2"" x 12""; Metal: 5"" x 16""



Period Represented: circa 1900 




Source: Metal collection tube donated by the Oberlin Historical Society; Glass collection tube donated by the Ohio College of Applied Science 



Status: Original



Condition: Excellent. Tin tube refurbished by Rudy Thomas"
